UniProtKB:P01160	Natriuretic peptides A		GO:0043508		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR14066	protein		PMID:22399583	20190909
UniProtKB:P48730	Casein kinase I isoform delta		GO:0004672		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q9DC28	PANTHER:PTHR11909	protein		GO_REF:0000024	20100127
UniProtKB:P48730	Casein kinase I isoform delta		GO:0004672	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""UniProtKB:O14641"", ""label"": ""UniProtKB:O14641""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:2000052"", ""label"": ""positive regulation of non-canonical Wnt signaling pathway""}}"	ParkinsonsUK-UCL	NCBITaxon:9606	ISS	UniProtKB:Q9DC28	PANTHER:PTHR11909	protein		GO_REF:0000024	20151222
UniProtKB:P48730	Casein kinase I isoform delta		GO:0004672		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11909	protein		PMID:16618118	20100127
UniProtKB:P48730	Casein kinase I isoform delta		GO:0004672		UniProt	NCBITaxon:9606	TAS		PANTHER:PTHR11909	protein		PMID:8786104	20080902
UniProtKB:P48730	Casein kinase I isoform delta		GO:0004674	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""UniProtKB:Q5S007"", ""label"": ""UniProtKB:Q5S007""}}"	ParkinsonsUK-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR11909	protein		PMID:25500533	20150923
UniProtKB:P48730	Casein kinase I isoform delta		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11909	protein		Reactome:R-HSA-5694441	20150821
UniProtKB:P48730	Casein kinase I isoform delta		GO:0050321		UniProt	NCBITaxon:9606	IEA	EC:2.7.11.26	PANTHER:PTHR11909	protein		GO_REF:0000003	20190914
UniProtKB:P48730	Casein kinase I isoform delta		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0002413|FB:FBgn0015024|FB:FBgn0031441|FB:FBgn0032650|FB:FBgn0037325|MGI:MGI:1261847|MGI:MGI:1917172|MGI:MGI:2155779|PANTHER:PTN000225966|PomBase:SPAC23C4.12|PomBase:SPBC1347.06c|PomBase:SPBC3H7.15|PomBase:SPBC776.12c|RGD:62045|RGD:621404|RGD:621407|RGD:621408|RGD:71031|RGD:71098|SGD:S000001177|SGD:S000002175|SGD:S000005098|SGD:S000006125|TAIR:locus:2091566|TAIR:locus:2117843|TAIR:locus:2121338|TAIR:locus:2130290|UniProtKB:A0A0B4KHL4|UniProtKB:P35507|UniProtKB:P35508|UniProtKB:P48729|UniProtKB:P48730|UniProtKB:P49674|UniProtKB:P67827|UniProtKB:P78368|UniProtKB:Q39050|UniProtKB:Q6IQ55|UniProtKB:Q86Y07|UniProtKB:Q99986|UniProtKB:Q9HCP0|UniProtKB:Q9Y6M4|dictyBase:DDB_G0273059	PANTHER:PTHR11909	protein		PMID:21873635	20180524
UniProtKB:P48729	Casein kinase I isoform alpha		GO:0004672		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q8BK63	PANTHER:PTHR11909	protein		GO_REF:0000024	20140428
UniProtKB:P48729	Casein kinase I isoform alpha		GO:0004672		UniProt	NCBITaxon:9606	TAS		PANTHER:PTHR11909	protein		PMID:10777483	20080902
UniProtKB:P48729	Casein kinase I isoform alpha		GO:0004674	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""UniProtKB:P35222"", ""label"": ""UniProtKB:P35222""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""GO:0030877"", ""label"": ""beta-catenin destruction complex""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0045732"", ""label"": ""positive regulation of protein catabolic process""}}"	ParkinsonsUK-UCL	NCBITaxon:9606	IMP		PANTHER:PTHR11909	protein		PMID:11955436	20160105
UniProtKB:P48729	Casein kinase I isoform alpha		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11909	protein		PMID:18305108	20101217
UniProtKB:P48729	Casein kinase I isoform alpha		GO:0004674	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""UniProtKB:Q5S007"", ""label"": ""UniProtKB:Q5S007""}}"	ParkinsonsUK-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR11909	protein		PMID:25500533	20150923
UniProtKB:P48729	Casein kinase I isoform alpha		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11909	protein		Reactome:R-HSA-5610722	20140722
UniProtKB:P48729	Casein kinase I isoform alpha		GO:0016301		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11909	protein		Reactome:R-HSA-195275	20140512
UniProtKB:P48729	Casein kinase I isoform alpha		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0002413|FB:FBgn0015024|FB:FBgn0031441|FB:FBgn0032650|FB:FBgn0037325|MGI:MGI:1261847|MGI:MGI:1917172|MGI:MGI:2155779|PANTHER:PTN000225966|PomBase:SPAC23C4.12|PomBase:SPBC1347.06c|PomBase:SPBC3H7.15|PomBase:SPBC776.12c|RGD:62045|RGD:621404|RGD:621407|RGD:621408|RGD:71031|RGD:71098|SGD:S000001177|SGD:S000002175|SGD:S000005098|SGD:S000006125|TAIR:locus:2091566|TAIR:locus:2117843|TAIR:locus:2121338|TAIR:locus:2130290|UniProtKB:A0A0B4KHL4|UniProtKB:P35507|UniProtKB:P35508|UniProtKB:P48729|UniProtKB:P48730|UniProtKB:P49674|UniProtKB:P67827|UniProtKB:P78368|UniProtKB:Q39050|UniProtKB:Q6IQ55|UniProtKB:Q86Y07|UniProtKB:Q99986|UniProtKB:Q9HCP0|UniProtKB:Q9Y6M4|dictyBase:DDB_G0273059	PANTHER:PTHR11909	protein		PMID:21873635	20180524
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0000187		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24056	protein		Reactome:R-HSA-112409	20181122
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004672		MGI	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:22854038	20150219
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004672		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:23574715	20190320
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004674	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""UniProtKB:Q9H1E3"", ""label"": ""UniProtKB:Q9H1E3""}}"	ParkinsonsUK-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:11298763	20140723
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004674	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""UniProtKB:Q9XTF3"", ""label"": ""UniProtKB:Q9XTF3""}}"	WB	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:19879842	20140204
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004674	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:P23396"", ""label"": ""UniProtKB:P23396""}}"	UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:21871177	20150925
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:23509069	20190320
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24056	protein		Reactome:R-HSA-112342	20150207
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24056	protein		Reactome:R-HSA-8940100	20160923
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004693		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:11069302	20060731
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004693		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:18477460	20111124
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004693		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:23601106	20180710
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004693		CAFA	NCBITaxon:9606	IMP		PANTHER:PTHR24056	protein		PMID:24746669	20161207
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004693		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24056	protein		Reactome:R-HSA-4088024	20170515
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004693		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24056	protein		Reactome:R-HSA-5692755	20150512
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004693		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24056	protein		Reactome:R-HSA-69754	20150207
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004693		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24056	protein		Reactome:R-HSA-69756	20150207
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0008353		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:12721286	20091112
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0035173		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:21871177	20150925
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0097472		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24056	protein		PMID:1312467	20161128
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0008353		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002514139|UniProtKB:P06493	PANTHER:PTHR24056	protein		PMID:21873635	20190503
UniProtKB:P06493	Cyclin-dependent kinase 1		GO:0004693		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0004106|FB:FBgn0005640|FB:FBgn0013762|FB:FBgn0019949|FB:FBgn0263237|MGI:MGI:104772|MGI:MGI:88351|MGI:MGI:88357|PANTHER:PTN000623091|PomBase:SPAC23H4.17c|PomBase:SPAC2F3.15|PomBase:SPBC11B10.09|PomBase:SPBC19F8.07|PomBase:SPBC32H8.10|RGD:2319|RGD:621120|RGD:621124|RGD:70486|RGD:70514|SGD:S000000364|SGD:S000001622|SGD:S000005952|SGD:S000005963|SGD:S000006365|TAIR:locus:2011761|UniProtKB:C9K505|UniProtKB:O94921|UniProtKB:P06493|UniProtKB:P11802|UniProtKB:P24941|UniProtKB:P50750|UniProtKB:P61075|UniProtKB:Q00534|UniProtKB:Q8IJQ1|WB:WBGene00000405|ZFIN:ZDB-GENE-010131-2|dictyBase:DDB_G0272813|dictyBase:DDB_G0288677	PANTHER:PTHR24056	protein		PMID:21873635	20170228
UniProtKB:P26927	Hepatocyte growth factor-like protein		GO:2000479		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24261	protein		PMID:19720831	20160407
UniProtKB:Q9BPZ7	Target of rapamycin complex 2 subunit MAPKAP1		GO:0032148		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13335	protein		Reactome:R-HSA-198640	20181121
UniProtKB:P35568	Insulin receptor substrate 1		GO:0043552		BHF-UCL	NCBITaxon:9606	ISS	UniProtKB:P35570	PANTHER:PTHR10614	protein		GO_REF:0000024	20090216
UniProtKB:O14964	Hepatocyte growth factor-regulated tyrosine kinase substrate		GO:0043405		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR46275	protein		PMID:17714434	20150227
UniProtKB:P15090	Fatty acid-binding protein, adipocyte		GO:0006469		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P04117|ensembl:ENSMUSP00000029041	PANTHER:PTHR11955	protein		GO_REF:0000107	20190816
UniProtKB:P35557	Hexokinase-4		GO:0004340		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR19443	protein		PMID:12941786	20061219
UniProtKB:P35557	Hexokinase-4		GO:0004340		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR19443	protein		PMID:16173921	20061221
UniProtKB:P35557	Hexokinase-4		GO:0004340		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR19443	protein		PMID:18322640	20171009
UniProtKB:P35557	Hexokinase-4		GO:0004340		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR19443	protein		PMID:19146401	20171010
UniProtKB:P35557	Hexokinase-4		GO:0004340		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR19443	protein		PMID:22611063	20160118
UniProtKB:P35557	Hexokinase-4		GO:0004340		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR19443	protein		PMID:8446612	20061219
UniProtKB:P35557	Hexokinase-4		GO:0008865		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000455350|PomBase:SPAC24H6.04|PomBase:SPAC4F8.07c|TAIR:locus:2008031|TAIR:locus:2087590|TAIR:locus:2119931|TAIR:locus:2137564|TAIR:locus:2202410|UniProtKB:P93834	PANTHER:PTHR19443	protein		PMID:21873635	20170228
UniProtKB:P35557	Hexokinase-4		GO:0004340		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1270854|MGI:MGI:96103|PANTHER:PTN000455350|PomBase:SPAC24H6.04|PomBase:SPAC4F8.07c|RGD:2670|RGD:2796|SGD:S000000545|TAIR:locus:2008031|TAIR:locus:2087590|TAIR:locus:2119931|TAIR:locus:2137564|TAIR:locus:2202410|UniProtKB:P35557|UniProtKB:P93834	PANTHER:PTHR19443	protein		PMID:21873635	20170228
UniProtKB:P35557	Hexokinase-4		GO:0019158		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000455350|PomBase:SPAC24H6.04|PomBase:SPAC4F8.07c	PANTHER:PTHR19443	protein		PMID:21873635	20170228
UniProtKB:P40205	N-cym protein		GO:0033673		UniProt	NCBITaxon:9606	IDA			protein		PMID:24391509	20150604
UniProtKB:Q9UPT6	C-Jun-amino-terminal kinase-interacting protein 3		GO:0007257		UniProt	NCBITaxon:9606	ISS	UniProtKB:E9PSK7	PANTHER:PTHR13886	protein		GO_REF:0000024	20180614
UniProtKB:Q9UPT6	C-Jun-amino-terminal kinase-interacting protein 3		GO:0007257		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1353598|MGI:MGI:1918084|PANTHER:PTN000356517	PANTHER:PTHR13886	protein		PMID:21873635	20170228
UniProtKB:O14944	Proepiregulin		GO:0045741		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q9Z0L5	PANTHER:PTHR10740	protein		PMID:9990076	20060125
UniProtKB:O14944	Proepiregulin		GO:0045860		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR10740	protein		PMID:14581411	20060124
UniProtKB:O14936	Peripheral plasma membrane protein CASK		GO:0004385		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR23122	protein		PMID:9660868	20031119
UniProtKB:O14936	Peripheral plasma membrane protein CASK		GO:0004674		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0723	PANTHER:PTHR23122	protein		GO_REF:0000037	20190914
UniProtKB:Q12891	Hyaluronidase-2		GO:0030294	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002328"", ""label"": ""bronchial epithelial cell""}}"	UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11769	protein		PMID:12676986	20120217
UniProtKB:Q12891	Hyaluronidase-2		GO:0043407	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002328"", ""label"": ""bronchial epithelial cell""}}"	UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11769	protein		PMID:12676986	20120217
UniProtKB:Q12891	Hyaluronidase-2		GO:0061099	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002328"", ""label"": ""bronchial epithelial cell""}}"	UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11769	protein		PMID:12676986	20120217
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0004672		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR22969	protein		PMID:20434986	20100804
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR22969	protein		PMID:15084260	20151001
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR22969	protein		PMID:18692471	20170505
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR22969	protein		PMID:23613522	20170505
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22969	protein		Reactome:R-HSA-168140	20170811
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22969	protein		Reactome:R-HSA-202541	20150207
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22969	protein		Reactome:R-HSA-209087	20130205
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22969	protein		Reactome:R-HSA-5228811	20170811
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22969	protein		Reactome:R-HSA-5357831	20170811
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0008384		UniProt	NCBITaxon:9606	TAS		PANTHER:PTHR22969	protein		PMID:18626576	20110912
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0008384		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22969	protein		Reactome:R-HSA-5684267	20170713
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0008384		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22969	protein		Reactome:R-HSA-5684275	20170713
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta	contributes_to	GO:0008384		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1338071|PANTHER:PTN000540281|RGD:1306661	PANTHER:PTHR22969	protein		PMID:21873635	20170228
UniProtKB:O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0024222|FB:FBgn0086657|MGI:MGI:1929658|PANTHER:PTN001491808|UniProtKB:O14920|UniProtKB:Q9UHD2	PANTHER:PTHR22969	protein		PMID:21873635	20170228
UniProtKB:P15056	Serine/threonine-protein kinase B-raf		GO:0000186		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR44329	protein		PMID:29433126	20190709
UniProtKB:P15056	Serine/threonine-protein kinase B-raf		GO:0004672		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR44329	protein		PMID:17563371	20120621
UniProtKB:P15056	Serine/threonine-protein kinase B-raf		GO:0004672		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR44329	protein		PMID:29433126	20190709
UniProtKB:P15056	Serine/threonine-protein kinase B-raf		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR44329	protein		PMID:19667065	20110318
UniProtKB:P15056	Serine/threonine-protein kinase B-raf		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0003079|PANTHER:PTN001908122|RGD:619908|RGD:620063|TAIR:locus:2144613|UniProtKB:P04049|UniProtKB:P10398|UniProtKB:P15056|UniProtKB:Q13418	PANTHER:PTHR44329	protein		PMID:21873635	20170228
UniProtKB:Q12866	Tyrosine-protein kinase Mer		GO:0004714		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0003733|FB:FBgn0040505|FB:FBgn0283499|MGI:MGI:109378|MGI:MGI:1339758|MGI:MGI:1345277|MGI:MGI:95276|MGI:MGI:95294|MGI:MGI:95522|MGI:MGI:95524|MGI:MGI:95558|MGI:MGI:95561|MGI:MGI:96677|MGI:MGI:96683|MGI:MGI:96969|MGI:MGI:97384|MGI:MGI:97530|MGI:MGI:97902|MGI:MGI:98277|MGI:MGI:99611|MGI:MGI:99612|MGI:MGI:99654|PANTHER:PTN002356460|RGD:2543|RGD:2611|RGD:2621|RGD:2869|RGD:2917|RGD:2965|RGD:3082|RGD:3213|RGD:3214|RGD:3284|RGD:3285|RGD:620144|RGD:620714|RGD:620831|RGD:621737|UniProtKB:P00533|UniProtKB:P04626|UniProtKB:P04629|UniProtKB:P06213|UniProtKB:P07333|UniProtKB:P07949|UniProtKB:P08069|UniProtKB:P09619|UniProtKB:P10721|UniProtKB:P11362|UniProtKB:P14616|UniProtKB:P16234|UniProtKB:P17948|UniProtKB:P21709|UniProtKB:P21802|UniProtKB:P22455|UniProtKB:P22607|UniProtKB:P29317|UniProtKB:P29320|UniProtKB:P35916|UniProtKB:P35968|UniProtKB:P54753|UniProtKB:P54760|UniProtKB:P54762|UniProtKB:Q08345|UniProtKB:Q15303|UniProtKB:Q16620|UniProtKB:Q16832|UniProtKB:Q5JZY3|UniProtKB:Q91987|UniProtKB:Q9UM73|WB:WBGene00000289|WB:WBGene00006868|WB:WBGene00020504|ZFIN:ZDB-GENE-980526-255	PANTHER:PTHR24416	protein		PMID:21873635	20180820
UniProtKB:Q12852	Mitogen-activated protein kinase kinase kinase 12		GO:0004672		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR44329	protein		PMID:8637721	20030904
UniProtKB:Q12852	Mitogen-activated protein kinase kinase kinase 12		GO:0004672		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR44329	protein		PMID:8663324	20030904
UniProtKB:Q12852	Mitogen-activated protein kinase kinase kinase 12		GO:0004674		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q60700	PANTHER:PTHR44329	protein		GO_REF:0000024	20050523
UniProtKB:Q12852	Mitogen-activated protein kinase kinase kinase 12		GO:0004674		UniProt	NCBITaxon:9606	ISS	UniProtKB:O43283	PANTHER:PTHR44329	protein		PMID:9353328	20050418
UniProtKB:Q12852	Mitogen-activated protein kinase kinase kinase 12		GO:0004706	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0000540"", ""label"": ""neuron""}}"	ARUK-UCL	NCBITaxon:9606	ISS	UniProtKB:Q60700	PANTHER:PTHR44329	protein		GO_REF:0000024	20180716
UniProtKB:Q12852	Mitogen-activated protein kinase kinase kinase 12		GO:0007256	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0000540"", ""label"": ""neuron""}}|{""relationship"": {""relation"": [{""id"": ""GOREL:0098702"", ""label"": ""regulates activity of""}], ""id"": ""UniProtKB:P45985"", ""label"": ""UniProtKB:P45985""}}"	ARUK-UCL	NCBITaxon:9606	ISS	UniProtKB:Q60700	PANTHER:PTHR44329	protein		GO_REF:0000024	20180716
UniProtKB:Q12852	Mitogen-activated protein kinase kinase kinase 12		GO:0007257	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0000540"", ""label"": ""neuron""}}|{""relationship"": {""relation"": [{""id"": ""GOREL:0098702"", ""label"": ""regulates activity of""}], ""id"": ""UniProtKB:P45983"", ""label"": ""UniProtKB:P45983""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0000540"", ""label"": ""neuron""}}|{""relationship"": {""relation"": [{""id"": ""GOREL:0098702"", ""label"": ""regulates activity of""}], ""id"": ""UniProtKB:P45984"", ""label"": ""UniProtKB:P45984""}}"	ARUK-UCL	NCBITaxon:9606	ISS	UniProtKB:Q60700	PANTHER:PTHR44329	protein		GO_REF:0000024	20180716
UniProtKB:Q12852	Mitogen-activated protein kinase kinase kinase 12		GO:0007257		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0030018|PANTHER:PTN001147669|UniProtKB:Q16584	PANTHER:PTHR44329	protein		PMID:21873635	20170228
UniProtKB:Q12852	Mitogen-activated protein kinase kinase kinase 12		GO:0004706		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0030018|PANTHER:PTN001147669|RGD:1359261	PANTHER:PTHR44329	protein		PMID:21873635	20170228
UniProtKB:Q12851	Mitogen-activated protein kinase kinase kinase kinase 2		GO:0000185		GOC	NCBITaxon:9606	IEA	GO:0008349	PANTHER:PTHR24361	protein		GO_REF:0000108	20190914
UniProtKB:Q12851	Mitogen-activated protein kinase kinase kinase kinase 2		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:11784851	20030404
UniProtKB:Q12851	Mitogen-activated protein kinase kinase kinase kinase 2		GO:0007257		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:17584736	20110418
UniProtKB:Q12851	Mitogen-activated protein kinase kinase kinase kinase 2		GO:0008349		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001220960|UniProtKB:Q92918	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q12851	Mitogen-activated protein kinase kinase kinase kinase 2		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0023083|FB:FBgn0025743|FB:FBgn0031030|FB:FBgn0035001|FB:FBgn0261456|FB:FBgn0267698|MGI:MGI:1344404|MGI:MGI:1346882|MGI:MGI:1349394|MGI:MGI:1355329|MGI:MGI:1858416|MGI:MGI:1917378|MGI:MGI:1920334|PANTHER:PTN000684825|PomBase:SPBC1604.14c|PomBase:SPBC21.06c|RGD:3250|RGD:3251|RGD:621643|RGD:708455|RGD:727905|SGD:S000005242|TAIR:locus:2035989|TAIR:locus:2045658|TAIR:locus:2080394|TAIR:locus:2116417|TAIR:locus:2133559|TAIR:locus:2174969|TAIR:locus:2205523|TAIR:locus:2206885|UniProtKB:A0A0B4KGS4|UniProtKB:C0H4N8|UniProtKB:O94804|UniProtKB:O95747|UniProtKB:O95819|UniProtKB:O96013|UniProtKB:Q02750|UniProtKB:Q12851|UniProtKB:Q13043|UniProtKB:Q13153|UniProtKB:Q13177|UniProtKB:Q13188|UniProtKB:Q13233|UniProtKB:Q8IVH8|UniProtKB:Q8N4C8|UniProtKB:Q92918|UniProtKB:Q99558|UniProtKB:Q9H2G2|UniProtKB:Q9H2K8|UniProtKB:Q9UEW8|UniProtKB:Q9UKE5|UniProtKB:Q9UL54|UniProtKB:Q9Y4K4|UniProtKB:Q9Y6E0|WB:WBGene00013355|WB:WBGene00017472|dictyBase:DDB_G0276459|dictyBase:DDB_G0286359	PANTHER:PTHR24361	protein		PMID:21873635	20170228
